,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
1927,"Clavadelerstrasse, 7272 Clavadel, Schweiz", 142 ,2 Sterne,Gasthaus,"7,7"," 8,4 ","8,9","7,8","8,5", Schweiz,https://www.booking.com/hotel/ch/sporthotel-clavadel.de.html,Sporthotel Clavadel,"46.76737068,9.81499135","8,3","8,8",Graubünden
1928,"Via Maistra, 7537 Müstair, Schweiz", 136 ,3,Hotel,"8,6"," 8,8 ","9,4","8,7","8,3", Schweiz,https://www.booking.com/hotel/ch/wellnesshotel-liun.de.html,Wellnesshotel Liun,"46.62129300,10.44569100","8,4","9,4",Graubünden
1929,"Plaun Grond 27, 7532 Tschierv, Schweiz", 140 ,3,Hotel,"8,5"," 8,8 ","9,4","8,4","8,9", Schweiz,https://www.booking.com/hotel/ch/parc.de.html,Hotel Al Rom,"46.62637168,10.33618614","8,2","9,4",Graubünden
1930,"Schlossstrasse 16, 7212 Seewis im Prättigau, Schweiz", 61 ,3,Hotel,"8,6"," 8,8 ","9,2","8,5","9,0", Schweiz,https://www.booking.com/hotel/ch/scesaplana.de.html,Hotel Scesaplana,"46.98975621,9.63837191","8,0","9,4",Graubünden
1931,"19 Via Lucmagn, 7184 Curaglia, Schweiz", 16 ,3,Hotel,"9,1"," 9,2 ","9,8","9,0","8,4", Schweiz,https://www.booking.com/hotel/ch/vallatscha.de.html,Hotel Vallatscha,"46.67309800,8.85825000","9,1","9,8",Graubünden
1932,"via Bot Fiena Sura 9, 7014 Trin, Schweiz", 9 ,,Gasthaus,"8,3"," 8,5 ","9,2","8,1","8,3", Schweiz,https://www.booking.com/hotel/ch/pension-casa-selva.de.html,Pension Casa Selva,"46.82364077,9.35335100","8,6","8,6",Graubünden
1933,"Parpan, 7076 Parpan, Schweiz", 44 ,3,Hotel,"8,5"," 9,0 ","9,4","8,8","8,9", Schweiz,https://www.booking.com/hotel/ch/sta-tzerhorn.de.html,Hotel Stätzerhorn,"46.76040903,9.55702320","8,3","9,7",Graubünden
1934,"Hauptstrasse 36, 7432 Zillis, Schweiz", 25 ,2,Hotel,"7,6"," 8,0 ","8,6","7,5","8,3", Schweiz,https://www.booking.com/hotel/ch/gasthaus-alte-post.de.html,Gasthaus Alte Post,"46.63429361,9.44474190","6,9","9,2",Graubünden
1935,"Veia Principala 7 Ustareia / Gasthaus Alpina, 7462 Salouf, Schweiz", 24 ,,Gasthaus,"8,1"," 8,5 ","8,9","8,4","8,4", Schweiz,https://www.booking.com/hotel/ch/alpina-salouf-47-gr.de.html,Alpina,"46.62438300,9.57575900","8,1","8,8",Graubünden
1936,"St. Luzisteig 3, 7304 Maienfeld, Schweiz", 45 ,,Gasthaus,"8,2"," 8,7 ","9,3","8,1","8,4", Schweiz,https://www.booking.com/hotel/ch/landgasthof-st-luzisteig.de.html,Landgasthof St. Luzisteig,"47.02958118,9.52805534","8,5","9,1",Graubünden
1937,"Albulastrasse 28 , 7472 Surava, Schweiz", 112 ,,Gasthaus,"7,8"," 8,6 ","9,3","8,1","8,4", Schweiz,https://www.booking.com/hotel/ch/landgasthaus-post.de.html,Landgasthaus Post,"46.66537064,9.61250603","8,6","9,1",Graubünden
1938,"Mutschnengia, 7184 Curaglia, Schweiz", 88 ,3,Hotel,"8,0"," 8,6 ","9,0","8,1","9,0", Schweiz,https://www.booking.com/hotel/ch/cuntera.de.html,Hotel Cuntera,"46.67149881,8.84615868","8,3","9,3",Graubünden
1939,"Dorfstrasse 12, 7416 Almens, Schweiz", 101 ,,Gasthaus,"7,7"," 8,5 ","9,5","7,6","9,0", Schweiz,https://www.booking.com/hotel/ch/landhus-almens.de.html,Landhus Almens,"46.73790684,9.45522549","8,1","9,1",Graubünden
1940,"Bahnhofstrasse 3, 7057 Langwies, Schweiz", 96 ,,Gasthaus,"7,4"," 8,0 ","8,7","7,5","7,8", Schweiz,https://www.booking.com/hotel/ch/gasthaus-edelweiss-langwies.de.html,Gasthaus Edelweiss,"46.82042249,9.71187115","8,0","8,6",Graubünden
1941,"Strada De San Fedee 31, 6535 Roveredo, Schweiz", 54 ,,Gasthaus,"7,2"," 8,0 ","8,9","7,4","8,3", Schweiz,https://www.booking.com/hotel/ch/grotto-zendralli.de.html,Grotto Zendralli,"46.23049076,9.12801054","7,7","8,5",Graubünden
1942,"Dorfstrasse 8, 7445 Innerferrera, Schweiz", 54 ,,Gasthaus,"9,1"," 9,4 ","9,9","9,2","9,2", Schweiz,https://www.booking.com/hotel/ch/gasthaus-alpenrose-innerferrera.de.html,Gasthaus Alpenrose,"46.52102422,9.44306821","9,1","10,0",Graubünden
1943,"Obergmeind, 7428 Tschappina, Schweiz", 34 ,,Hotel,"7,7"," 8,2 ","8,6","7,3","9,3", Schweiz,https://www.booking.com/hotel/ch/berghaus-obergmeind.de.html,Berghaus Obergmeind,"46.69176530,9.35952850","7,7","8,7",Graubünden
1944,"-, 7603 Vicosoprano, Schweiz", 44 ,,Hotel,"8,2"," 8,7 ","9,4","8,1","8,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-pranzaira.de.html,Hotel Restaurant Pranzaira,"46.35938135,9.64410670","8,5","9,4",Graubünden
1945,"Hauptstrasse 83, 7421 Cazis, Schweiz", 68 ,,Hotel,"8,1"," 8,4 ","8,8","8,1","8,4", Schweiz,https://www.booking.com/hotel/ch/reich.de.html,Hotel Reich,"46.71342120,9.43404100","7,9","8,8",Graubünden
1946,"la Vila 107, 6558 Cabbiolo, Schweiz", 40 ,,Hotel,"8,6"," 8,9 ","9,7","8,5","9,2", Schweiz,https://www.booking.com/hotel/ch/humanita-art-center.de.html,Centro Arte Cabbiolo,"46.32849836,9.20305341","8,2","9,1",Graubünden
1947,"Berghaus Radons Postfach 12, 7460 Savognin, Schweiz", 11 ,,Hotel,"7,3"," 8,0 ","8,6","6,8","9,3", Schweiz,https://www.booking.com/hotel/ch/savoldellis-berghaus-radons.de.html,Berghaus Radons,"46.56087425,9.55309510","7,0","8,9",Graubünden
1948,"Isola , 7516 Maloja, Schweiz", 6 ,,Hotel,"6,2"," 7,6 ","7,1","7,5","10,0", Schweiz,https://www.booking.com/hotel/ch/lagrev.de.html,Hotel Ristorante Lagrev,"46.41226612,9.73901165","5,8","9,0",Graubünden
1949,"Furnatsch 15, 7456 Mühlen, Schweiz",NaN,,Gasthaus,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/restaurant-edelweiss-sur.de.html,Hotel Restaurant Edelweiss,"46.51890600,9.62832600",NaN,NaN,Graubünden
1950,"Via Acletta 63, 7180 Disentis, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/pez-ault.de.html,Hotel Pez Ault,"46.69931232,8.83606017",NaN,NaN,Graubünden
1951,"Sparsels 154, 7553 Tarasp, Schweiz", 56 ,4,Hotel,"9,7"," 9,7 ",10,"9,8","9,8", Schweiz,https://www.booking.com/hotel/ch/schlosshotel-chaste.de.html,Schlosshotel Chastè,"46.77885644,10.26153624","8,8","10,0",Graubünden
1952,"Vea Valletta 26, 7457 Bivio, Schweiz", 46 ,3,Hotel,"8,1"," 8,7 ","9,0","8,0","9,2", Schweiz,https://www.booking.com/hotel/ch/grischuna-bivio.de.html,Hotel Grischuna,"46.46944093,9.64963317","8,3","9,3",Graubünden
1953,"Via Principala 19, 7159 Andest, Schweiz", 12 ,3,Hotel,"9,0"," 9,0 ","9,2","8,5","9,2", Schweiz,https://www.booking.com/hotel/ch/postigliun.de.html,Hotel Postigliun Andiast,"46.78324782,9.11159445","8,8","9,2",Graubünden
1954,"Oberdorf 24, 7433 Wergenstein, Schweiz", 36 ,,Gasthaus,"9,0"," 9,4 ","9,9","8,5","9,7", Schweiz,https://www.booking.com/hotel/ch/cafa-c-pension-muntanella.de.html,Café Pension Muntanella,"46.62636431,9.40598130","9,2","9,7",Graubünden
1955,"Sterna 12, 7404 Feldis, Schweiz",NaN,1-Stern-Hotel,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/berghotel-sternahaus.de.html,Berghotel Sterna,"46.79552795,9.43571095",NaN,NaN,Graubünden
1956,"Fontauna 32, 7148 Lumbrein, Schweiz", 29 ,,Hotel,"8,1"," 8,6 ","9,4","8,2","8,9", Schweiz,https://www.booking.com/hotel/ch/pension-speiserestaurant-alpina.de.html,Hotel Alpina,"46.68328812,9.13434805","7,8","9,2",Graubünden
1957,"Nossadunna 1, 7148 Lumbrein, Schweiz", 62 ,2,Hotel,"8,3"," 9,0 ","9,6","8,3","9,1", Schweiz,https://www.booking.com/hotel/ch/pez-regina.de.html,Hotel Péz Regina,"46.68323822,9.13747664","9,2","9,4",Graubünden
1958,"Crusch Plantaun, 7527 Brail, Schweiz", 22 ,5,Hotel,"9,4"," 9,3 ","9,7","9,8","8,5", Schweiz,https://www.booking.com/hotel/ch/in-lain-cadonau.de.html,Relais & Châteaux IN LAIN Hotel Cadonau,"46.65340939,10.03315419","8,1","10,0",Graubünden
1959,"Sur Vitg 100, 7184 Curaglia, Schweiz", 40 ,,Hotel,"9,5"," 9,5 ","9,9","9,4","9,5", Schweiz,https://www.booking.com/hotel/ch/medelina.de.html,Medelina,"46.67451134,8.86004472","9,1","9,9",Graubünden
1960,"Via Principale, 7746 Le Prese, Poschiavo, Schweiz", 36 ,,Hotel,"8,0"," 8,4 ","8,8","7,7","8,1", Schweiz,https://www.booking.com/hotel/ch/posta-le-prose.de.html,Hotel Posta,"46.29165272,10.07800877","8,2","9,2",Graubünden
1961,"Aussergasse 18, 7494 Davos Wiesen, Schweiz", 18 ,3 Sterne,Aparthotel,"7,1"," 8,0 ","9,2","7,6","8,5", Schweiz,https://www.booking.com/hotel/ch/ferienwohnungen-muchetta.de.html,Ferienwohnungen Muchetta,"46.70181035,9.70878392","7,5","8,2",Graubünden
1962,"Monte Laura , 6535 Roveredo, Schweiz",NaN,,Gasthaus,NaN," 8,3 ",NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/la-bola.de.html,La Bola,"46.21282800,9.10278400",NaN,NaN,Graubünden
1963,"Plazola da Somvila, 7742 Poschiavo, Schweiz", 22 ,2 Sterne,Gasthaus,"7,3"," 7,7 ","8,3","6,9","8,0", Schweiz,https://www.booking.com/hotel/ch/albergo-altavilla.de.html,Albergo Altavilla,"46.32820942,10.05802095","7,3","8,1",Graubünden
1964,"77 Schlossgass, 7414 Fürstenaubruck, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/casa-caminada.de.html,Casa Caminada,"46.72133200,9.44578200",NaN,NaN,Graubünden
1965,"Cresta 122, 7447 Cresta, Schweiz", 27 ,3,Hotel,"8,6"," 9,2 ","9,7","8,6","9,7", Schweiz,https://www.booking.com/hotel/ch/capetta.de.html,Hotel Capetta,"46.47299737,9.51164108","8,9","9,6",Graubünden
1966,"Hauptstrasse 264, 7231 Pragg-Jenaz, Schweiz", 31 ,,Hotel,"7,3"," 7,6 ","8,4","7,3","7,1", Schweiz,https://www.booking.com/hotel/ch/landgasthof-sommerfeld.de.html,Landgasthof Sommerfeld,"46.94054626,9.70810667","7,3","8,2",Graubünden
1967,"Via principale, 7742 Poschiavo, Schweiz", 33 ,2,Hotel,"7,7"," 8,0 ","8,8","7,8","7,5", Schweiz,https://www.booking.com/hotel/ch/albergo-foppoli.de.html,Albergo Foppoli,"46.32833907,10.05795389","7,6","8,4",Graubünden
1968,"cuoira 7, 7556 Ramosch, Schweiz",NaN,,Gasthaus,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/la-randulina.de.html,La Randulina,"46.83520300,10.38346800",NaN,NaN,Graubünden
1969,"Via Maistra 62, 7537 Müstair, Schweiz", 45 ,3 Sterne,Gasthaus,"8,9"," 9,1 ","9,4","8,7","9,3", Schweiz,https://www.booking.com/hotel/ch/helvetia-mustair.de.html,Hotel Helvetia,"46.62663325,10.44621170","8,8","9,4",Graubünden
1970,"Via Cantonale, 6547 Augio, Schweiz", 31 ,,Hotel,"7,7"," 8,5 ","8,6","8,1","9,1", Schweiz,https://www.booking.com/hotel/ch/la-cascata.de.html,Hotel La Cascata,"46.36460845,9.12660778","8,1","8,9",Graubünden
1971,"Purtatscha 11, 7537 Müstair, Schweiz", 84 ,2 Sterne,Gasthaus,"7,7"," 8,2 ","8,6","7,9","8,3", Schweiz,https://www.booking.com/hotel/ch/chavalatsch.de.html,Hotel Chavalatsch,"46.62985666,10.45087203","7,9","8,9",Graubünden
1972,"Hauptstrasse 20, 7533 Fuldera, Schweiz", 38 ,3 Sterne,Gasthaus,"9,4"," 9,6 ","9,9","9,5","9,5", Schweiz,https://www.booking.com/hotel/ch/landgasthof-staila.de.html,Hotel Landgasthof Staila,"46.60890472,10.37170798","8,9","10,0",Graubünden
1973,"Hauptstrasse 33, 7076 Parpan, Schweiz", 24 ,,Hotel,"7,5"," 8,2 ","8,7","7,7","8,9", Schweiz,https://www.booking.com/hotel/ch/alpina-parpan.de.html,Hotel Alpina Parpan,"46.75805154,9.56109345","7,5","8,8",Graubünden
1974,"Strada Principale 81, 7603 Vicosoprano, Schweiz", 6 ,,Hotel,"8,3"," 9,0 ",10,"8,8","8,8", Schweiz,https://www.booking.com/hotel/ch/corona-vicosoprano1.de.html,Hotel Corona,"46.35101315,9.62130082","8,3","9,6",Graubünden
1975,"Untertschappina, 7428 Tschappina, Schweiz", 71 ,,Gasthaus,"8,3"," 8,8 ","9,4","8,1","9,0", Schweiz,https://www.booking.com/hotel/ch/pension-alpina.de.html,Gasthaus Alpina,"46.68768707,9.38848794","8,3","9,3",Graubünden
1976,"Reichsgasse 11, 7000 Chur, Schweiz", 25 ,,Hotel,"7,4"," 7,8 ","8,9","7,2","8,5", Schweiz,https://www.booking.com/hotel/ch/r5.de.html,Hotel R5,"46.85107571,9.53400808","6,4","8,5",Graubünden
1977,"Hauptstrasse, 7104 Versam, Schweiz", 33 ,,Gasthaus,"7,3"," 7,9 ","8,0","7,6","8,6", Schweiz,https://www.booking.com/hotel/ch/gasthaus-rapssli.de.html,Gasthaus Rössli,"46.79245013,9.33570206","7,4","8,4",Graubünden
1978,"Hauptstr. 38, 7413 Fürstenaubruck, Schweiz", 60 ,,Gasthaus,"7,0"," 7,7 ","8,2","6,9","7,9", Schweiz,https://www.booking.com/hotel/ch/gasthaus-waldheim.de.html,Gasthaus Waldheim,"46.71441828,9.45007950","7,8","8,5",Graubünden
1979,"Sut Bual 38, 7442 Pignieu, Schweiz",NaN,,Aparthotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/hapimag-resort-andeer.de.html,Hapimag Resort Andeer,"46.61617700,9.42825300",NaN,NaN,Graubünden
1980,"Bernstrasse Ost 52, 5034 Suhr, Schweiz", 225 ,3,Hotel,"7,9"," 8,2 ","8,2","8,4","7,9", Schweiz,https://www.booking.com/hotel/ch/local.de.html,LOCAL Hotel,"47.37323800,8.08167100","8,0","9,0",Aargau
1981,"Bünzstrasse 12/14, 5610 Wohlen, Schweiz", 245 ,,Aparthotel,"9,2"," 9,0 ","9,2","9,1","8,4", Schweiz,https://www.booking.com/hotel/ch/marco-polo-business-apartments-ag.de.html,Marco Polo Business Apartments - Wohlen,"47.35142001,8.27540505","8,6","9,5",Aargau
1982,"Schaffhauserstrasse 14, 4332 Stein, Schweiz", 85 ,,Hotel,"8,7"," 9,0 ","9,3","8,9","8,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-rheinfels-park-stein1.de.html,Hotel Rheinfelspark,"47.54415533,7.94950851","8,4","9,5",Aargau
1983,"Zurcherstrasse 23, 8917 Oberlunkhofen, Schweiz", 131 ,,Hotel,"9,4"," 9,4 ","9,8","9,6","8,7", Schweiz,https://www.booking.com/hotel/ch/gasthaus-zum-bauernhof.de.html,Gasthaus zum Bauernhof,"47.31350136,8.39278827","9,2","9,9",Aargau
1984,"Hauptstrasse 35, 5737 Menziken, Schweiz", 313 ,4,Hotel,"8,8"," 8,6 ","8,7","8,8","7,9", Schweiz,https://www.booking.com/hotel/ch/glashaus.de.html,Glashaus Hotel,"47.24238162,8.18737754","8,1","9,1",Aargau
1985,"Brühlstrasse 15, 5416 Kirchdorf, Schweiz", 227 ,,Hotel,"8,6"," 8,8 ","8,9","8,7","8,4", Schweiz,https://www.booking.com/hotel/ch/gasthaus-hirschen-kirchdorf.de.html,Hotel Gasthaus Hirschen,"47.49661009,8.27375650","8,4","9,4",Aargau
1986,"Marktgasse 60, 4310 Rheinfelden, Schweiz", 380 ,3,Hotel,"7,7"," 8,2 ","8,1","7,8","9,3", Schweiz,https://www.booking.com/hotel/ch/schiffamrhein.de.html,Hotel Schiff am Rhein,"47.55489674,7.79085696","7,4","9,0",Aargau
1987,"Bahnhofplatz 2, 5000 Aarau, Schweiz", 688 ,3,Hotel,"7,5"," 8,0 ","8,6","7,6","8,7", Schweiz,https://www.booking.com/hotel/ch/aarauerhofaarau.de.html,Sorell Hotel Aarauerhof,"47.39172790,8.05025750","7,2","8,6",Aargau
1988,"Ringstrasse 21, 5452 Rohrdorf, Schweiz", 33 ,,Hotel,"8,9"," 8,8 ","9,1","8,9","8,4", Schweiz,https://www.booking.com/hotel/ch/gasthof-zum-roten-lowen.de.html,Gasthof zum Roten Löwen,"47.41936800,8.31534300","8,4","8,8",Aargau
1989,"Friedlisbergstrasse 9, 8965 Berikon, Schweiz", 175 ,3,Hotel,"8,9"," 9,0 ","9,5","9,0","8,4", Schweiz,https://www.booking.com/hotel/ch/stalden-berikon.de.html,Hotel Stalden,"47.34897773,8.37744400","8,5","9,3",Aargau
1990,"Muhenstrasse 58, 5036 Aarau, Schweiz", 198 ,3,Hotel,"8,3"," 8,4 ","8,9","8,4","7,9", Schweiz,https://www.booking.com/hotel/ch/swissqaarauwest.de.html,Aarau West Swiss Quality Hotel,"47.35071229,8.04811299","7,9","9,0",Aargau
1991,"Bahnhofstrasse 19, 4310 Rheinfelden, Schweiz", 173 ,3,Hotel,"7,1"," 7,9 ","8,5","7,1","8,8", Schweiz,https://www.booking.com/hotel/ch/schutzen-rheinfelden.de.html,Hotel Schützen Rheinfelden,"47.55307385,7.79225707","6,9","8,8",Aargau
1992,"Aarauerstrasse 2, 5102 Rupperswil, Schweiz", 151 ,3,Hotel,"7,4"," 8,0 ","9,0","7,5","7,2", Schweiz,https://www.booking.com/hotel/ch/baren-rupperswil.de.html,Hotel Bären,"47.40512464,8.12880898","7,5","9,0",Aargau
1993,"Alberich Zwyssigstrasse 81, 5430 Wettingen, Schweiz", 288 ,,Hotel,"7,2"," 7,5 ","7,7","7,2","7,9", Schweiz,https://www.booking.com/hotel/ch/china-city.de.html,Hotel & Apartments Wettingen,"47.46518455,8.32563043","7,5","7,7",Aargau
1994,"Limmatpromenade 28, 5400 Baden, Schweiz", 187 ,4,Hotel,"8,5"," 8,5 ","8,9","8,3","8,2", Schweiz,https://www.booking.com/hotel/ch/limmathof-baden.de.html,Limmathof Baden Hotel & Spa,"47.48020811,8.31381530","7,7","9,0",Aargau
1995,"Kirchweg 13, 5415 Hertenstein, Schweiz", 23 ,3,Hotel,"8,2"," 8,3 ","8,2","8,4","8,3", Schweiz,https://www.booking.com/hotel/ch/restaurant-neuhaus-nussbaumen.de.html,Hotel Restaurant Neuhaus,"47.48789740,8.29445090","7,5","9,2",Aargau
1996,"19 Hauptstrasse, 5502 Hunzenschwil, Schweiz", 117 ,,Hotel,"6,3"," 7,0 ","7,4","6,4","7,4", Schweiz,https://www.booking.com/hotel/ch/gasthof-kastanienbaum.de.html,Gasthof Kastanienbaum,"47.38628068,8.12267572","7,4","7,2",Aargau
1997,"Hauptstrasse 48, 5502 Hunzenschwil, Schweiz", 80 ,,Gasthaus,"5,8"," 6,3 ","7,1","5,9","6,5", Schweiz,https://www.booking.com/hotel/ch/rossli-hunzenschwil.de.html,Hotel Rössli Hunzenschwil,"47.38721943,8.12029794","5,8","7,0",Aargau
1998,"Obere Dorfstrasse 1, 5034 Suhr, Schweiz", 36 ,,Gasthaus,"8,0"," 8,7 ","9,0","8,2","9,0", Schweiz,https://www.booking.com/hotel/ch/zum-kreuz-suhr.de.html,Hotel zum Kreuz,"47.37069700,8.07911100","9,0","9,2",Aargau
1999,"Bahnhofplatz 1, 5200 Brugg, Schweiz", 89 ,,Hotel,"7,1"," 8,1 ","9,4","7,2","9,3", Schweiz,https://www.booking.com/hotel/ch/terminus-brugg.de.html,Hotel Terminus Brugg,"47.48088500,8.20816400","6,9","8,6",Aargau
2000,"Aarauerstrasse 2, 5200 Brugg, Schweiz", 21 ,,Hotel,"6,8"," 8,1 ","8,5","7,3","9,4", Schweiz,https://www.booking.com/hotel/ch/gotthard-brugg.de.html,Hotel Gotthard,"47.48087100,8.20757900","7,9","8,6",Aargau
2001,"77 Bremgarterstrasse, 5610 Wohlen, Schweiz", 85 ,3,Hotel,"8,0"," 8,4 ","8,9","7,9","8,1", Schweiz,https://www.booking.com/hotel/ch/schoenau.de.html,Hotel Schoenau,"47.34793330,8.28945875","8,2","9,0",Aargau
2002,"Alte Zurcherstrasse 53, 5432 Baden, Schweiz", 454 ,3,Hotel,"8,3"," 8,3 ","8,3","8,4","7,8", Schweiz,https://www.booking.com/hotel/ch/ibis-baden-neuenhof.de.html,ibis Baden Neuenhof,"47.45409900,8.31090800","8,0","9,1",Aargau
2003,"Bremgartenstrasse 2 Gasthof Schwanen, 5634 Merenschwand, Schweiz", 49 ,,Gasthaus,"8,1"," 8,3 ","8,7","8,3","8,1", Schweiz,https://www.booking.com/hotel/ch/landgasthof-schwanen.de.html,Landgasthof Schwanen,"47.26080176,8.37587357","8,1","8,4",Aargau
2004,"16 Albulagasse, 5200 Brugg, Schweiz", 5 ,,Aparthotel,NaN," 9,3 ",NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/marco-polo-business-apartments-brugg.de.html,Marco Polo Business Apartments - Brugg,"47.48558900,8.20808600",NaN,NaN,Aargau
2005,"Helblingstrasse 9, 4852 Rothrist, Schweiz", 341 ,2,Hotel,"7,5"," 7,7 ","8,3","7,4","7,8", Schweiz,https://www.booking.com/hotel/ch/rothrist-olten.de.html,ibis Rothrist Olten,"47.30844864,7.89324492","7,1","8,2",Aargau
2006,"Tramweg 8, 5035 Unterentfelden, Schweiz", 384 ,,Aparthotel,"7,9"," 8,0 ","7,7","8,0","7,7", Schweiz,https://www.booking.com/hotel/ch/t8.de.html,Hotel-T8,"47.36567474,8.04277603","8,3","8,1",Aargau
2007,"Bibersteinerstrasse 4, 5022 Rombach, Schweiz", 160 ,3,Hotel,"8,1"," 8,5 ","9,1","8,1","8,2", Schweiz,https://www.booking.com/hotel/ch/ascott-amp-restaurant.de.html,Ascott Hotel & Restaurant,"47.40183774,8.04478368","8,6","8,8",Aargau
2008,"Ateliergasse 3, 5600 Lenzburg, Schweiz", 99 ,4,Hotel,"8,7"," 8,9 ","9,2","9,0","8,5", Schweiz,https://www.booking.com/hotel/ch/barracuda.de.html,Barracuda,"47.39178230,8.17494680","8,3","9,4",Aargau
2009,"1 Bata-Park, 4313 Möhlin, Schweiz", 16 ,,Hotel,"8,9"," 9,0 ","9,5","9,1","8,3", Schweiz,https://www.booking.com/hotel/ch/bata-clubhaus.de.html,Bata Club Haus,"47.57397200,7.84481500","8,4","9,7",Aargau
2010,"Burghaldenstrasse 38, 5600 Lenzburg, Schweiz", 10 ,4,Hotel,"9,0"," 9,1 ","9,5","9,2","8,5", Schweiz,https://www.booking.com/hotel/ch/ochsen-lodge.de.html,OCHSEN LODGE by Ochsen Lenzburg,"47.38495000,8.18040400","8,2","10,0",Aargau
2011,"Nueberichstrasse 14, 5024 Küttigen, Schweiz", 169 ,,Hotel,"9,1"," 9,1 ","9,2","9,1","8,6", Schweiz,https://www.booking.com/hotel/ch/traube-garni.de.html,Hotel Traube Garni,"47.41737986,8.04793521","8,8","9,6",Aargau
2012,"Oberdorfstrasse 5, 5612 Villmergen, Schweiz", 334 ,3,Hotel,"8,8"," 8,8 ","8,9","8,9","8,2", Schweiz,https://www.booking.com/hotel/ch/villmergen-swiss-quality.de.html,Villmergen Swiss Quality Hotel,"47.34478621,8.24520917","8,6","9,4",Aargau
2013,"Feldackerstrasse 1, 5040 Schöftland, Schweiz", 344 ,3,Hotel,"9,3"," 9,1 ","9,4","9,3","8,3", Schweiz,https://www.booking.com/hotel/ch/cinema-8-schoftland2.de.html,Hotel Cinema 8,"47.31417893,8.05368989","8,5","9,6",Aargau
2014,"Bruggerstrasse 56 , 5400 Baden, Schweiz", 496 ,3,Hotel,"8,1"," 8,4 ","8,4","8,2","8,7", Schweiz,https://www.booking.com/hotel/ch/trafo-baden.de.html,Trafo Hotel Baden,"47.47825528,8.30468580","7,9","8,9",Aargau
2015,"Seerosenstrasse 1, 5616 Meisterschwanden, Schweiz", 160 ,4,Hotel,"9,1"," 9,1 ","9,3","9,2","9,6", Schweiz,https://www.booking.com/hotel/ch/seerose-meisterschwanden.de.html,Seerose Resort & Spa,"47.28398543,8.22572351","8,0","9,4",Aargau
2016,"Quellenstrasse, 5330 Bad Zurzach, Schweiz", 285 ,3,Hotel,"8,1"," 8,4 ","8,6","8,2","8,9", Schweiz,https://www.booking.com/hotel/ch/swissqturmhotel.de.html,Wellness Hotel Tenedo - Thermalquellen Resort Bad Zurzach,"47.58906538,8.28909472","8,0","8,6",Aargau
2017,"Hauptstrasse 7, 5200 Brugg, Schweiz", 196 ,,Hotel,"6,8"," 7,7 ","8,7","7,0","8,5", Schweiz,https://www.booking.com/hotel/ch/rotes-haus-brugg.de.html,Hotel Rotes Haus,"47.48426127,8.20683002","7,0","8,3",Aargau
2018,"Wigartestrasse 10, 8957 Spreitenbach, Schweiz", 333 ,3,Hotel,"8,0"," 8,2 ","8,9","7,8","8,0", Schweiz,https://www.booking.com/hotel/ch/arte.de.html,Sorell Hotel Arte,"47.41810626,8.37360844","7,8","8,5",Aargau
2019,"Hauptstrasse 58, 5024 Küttigen, Schweiz", 23 ,,Hotel,"6,6"," 8,1 ","9,1","7,4","8,4", Schweiz,https://www.booking.com/hotel/ch/speiserestaurant-traube.de.html,Speiserestaurant Traube,"47.41699026,8.04728228","8,7","8,6",Aargau
2020,"Kronenplatz 20, 5600 Lenzburg, Schweiz", 306 ,4,Hotel,"8,1"," 8,5 ","9,1","8,2","8,9", Schweiz,https://www.booking.com/hotel/ch/krone-lenzburg.de.html,Mercure Lenzburg Krone,"47.38802117,8.18140939","8,0","8,9",Aargau
2021,"Hauptstrasse 25, 5330 Bad Zurzach, Schweiz", 259 ,2 Sterne,Gasthaus,"7,6"," 8,2 ","9,0","7,4","8,7", Schweiz,https://www.booking.com/hotel/ch/gasthof-zur-waag.de.html,Gasthof zur Waag,"47.58571230,8.29230934","7,9","8,6",Aargau
2022,"Engelgasse 4, 4800 Zofingen, Schweiz", 169 ,3,Hotel,"8,1"," 8,6 ","9,0","8,2","9,1", Schweiz,https://www.booking.com/hotel/ch/engel.de.html,Hotel Engel,"47.28787906,7.94598117","7,5","9,2",Aargau
2023,"Römerstrasse 24, 5400 Baden, Schweiz", 600 ,4,Hotel,"8,5"," 8,7 ","9,0","8,6","8,9", Schweiz,https://www.booking.com/hotel/ch/bestwesternhotelduparc.de.html,Hotel Du Parc,"47.48092051,8.30897391","8,0","9,2",Aargau
